track_id,track_name,popularity,artist_1,artist_2,artist_3,artist_4,genre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,lyrics
5SyQ5OhqrkJGb35V7RBoL0,"Merry Christmas, Happy Holidays",9,*NSYNC,,,,boy band|dance pop|europop|pop,0.65,0.934,5,-4.209,1,0.0474,0.116,0,0.867,0.737,105.001,252200,4,"
          
            
            [Intro: Justin, All & JC]
Oooh-ooh
Merry Christmas
Happy holidaysMerry Christmas (oh yeah, hey)Merry Christmas (Merry Christmas)Merry Christmas
Happy holidays (ooh-yeah!)
[Verse 1: JC]
We've been waiting
All year for this night
And the snow is glistening
On the trees outside
And all the stockings
Are hung by the fireside
Waiting for Santa to arrive
[Pre-Chorus: JC]
And all the love will show
'Cause everybody knows
It's Christmas time
And all the kids will see
The gifts under the tree
It's the best time of year
For the family
[Chorus: All & JC]
It's a wonderful feeling (hey yeah)
Feel the love in the room
From the floor to the ceiling
It's that time of year
Christmas time is here
And with the blessings from above
God sends you his love
And everything's okay
Merry Christmas, happy holidays (oh yeah)
Merry Christmas (oh-oh-oh)
Merry Christmas
Happy holidays (ooh-yeah)
[Verse 2: Justin & All]
Oh-oh!
Bells are ringing
It's time to scream and shout(Scream and shout!)
And everybody playing
'Cause school's out
Celebrating the special times we share
Happiness 'cause love is in the air
[Pre-Chorus: Justin]
And all the love will show
'Cause everybody knows
It's Christmas time
And all the kids will see
The gifts under the tree
It's the best time of year
For the family
[Chorus: All & Justin]
It's a wonderful feeling (wonderful feeling)
Feel the love in the room
From the floor to the ceiling (oh yeah, hey)
It's that time of year (that time of year)
Christmas time is here (oh yeah)
And with the blessings from above
God sends you his love
And everything's okay
Merry Christmas, happy holidays
Merry Christmas (Merry Christmas)
Merry Christmas
Happy holidays (ooh-ooh)
Merry Christmas (oh yeah)
Merry Christmas
Happy holidays
[Bridge: JC & All]
No matter what your holiday
It's a time to celebrate
And put your worries aside(Worries aside)
And open up your mind(Open up your mind)
See the world right by your side
It's Christmas time!
[Interlude: All, Justin & JC]
Merry Christmas
Merry Christmas (Merry Christmas)
Happy holidays(Sing it, everybody!)
Merry Christmas (come on, now!)
Merry Christmas (let me hear ya)
Merry Christmas
Happy holidays
[Chorus: All, JC & Justin]
It's a wonderful feeling
Feel the love in the room
From the floor to the ceiling (oh yeah)
It's that time of year (that time of year)
Christmas time is here (ooh-yeah)
And with the blessings from above (oh-oh-oh)
God sends you his love (oh yeah)
And everything's okay (yeah, yeah, hey!)
Merry Christmas, happy holidays(Come on, now!)
Merry Christmas(Let me hear ya)
Merry Christmas
Happy holidays
Merry Christmas(Merry Christmas)
Merry Christmas(Oh yeah, yeah)
Merry Christmas(Yeah, yeah)
Happy holidays
Merry Christmas
Merry Christmas
Happy holidays


            
          
        "
110lWlsa8fJXgrrwGgg0f1,Blame It On The Mistletoe,67,AJ Mitchell,Ella Henderson,,,electropop|indie cafe pop|pop|post-teen pop|social media pop|dance pop|pop|pop dance|post-teen pop|talent show|tropical house|uk pop,0.68,0.593,5,-5.036,0,0.0281,0.0198,0,0.145,0.482,114.917,185739,4,"
          
            
            [Verse 1: Ella Henderson]
So glad you showed up to this party
'Cause I was 'bout to leave for sure
Ain't no fun dancin' with nobody
When it's December 24th
[Pre-Chorus: Ella Henderson]
You gave me a drink and
Now it's got me thinkin'
Something's in the air tonight
[Chorus: Ella Henderson & AJ Mitchell]
Oh, you melt me when you get this close
Like the snowflakes on your winter coat
Baby, kiss me, or we'll never know
We can blame it on the mistletoe
It's gettin' late but we don't wanna go
And Mariah's on the radio
So baby, kiss me, or we'll never know
We can blame it on thе mistletoe
[Verse 2: AJ Mitchell]
Now I know what I want for Christmas
Just a moment on your lips, yеah, ayy (Hmm, hmm)
So Santa if you're really listenin'
I wanna add a present to my list
[Pre-Chorus: AJ Mitchell]
Christmas stars are twinklin', oh, it's got me thinkin'
Something's in the air tonight
[Chorus: Ella Henderson & AJ Mitchell]
Oh, you melt me when you get this close
Like the snowflakes on your winter coat
Baby, kiss me, or we'll never know
We can blame it on the mistletoe
It's gettin' late but we don't wanna go
And Mariah's on the radio (Radio)
So baby, kiss me, or we'll never know
We can blame it on the mistletoe
[Bridge: AJ Mitchell & Ella Henderson]
All the blessings come right out of the blueYou're the best thing to turn up, baby, it's you, ooh, ooh, ooh
[Chorus: Ella Henderson & AJ Mitchell, AJ Mitchell]
Oh, you melt me when you get this close (This close)
Like the snowflakes on your winter coat (On your winter coat, woah-oh, woah-oh)
Baby, kiss me, or we'll never know (Never know)
We can blame it on the mistletoe (Blame it on the mistletoe)
It's gettin' late but we don't wanna go (Don't wanna go)
And Mariah's on the radio (Ooh, ooh-ooh)
So baby, kiss me, or we'll never know
We can blame it on the mistletoe (The mistletoe)
[Outro: Ella Henderson & AJ Mitchell]
So baby, kiss me, or we'll never knowWe can blame it on the mistletoe


            
          
        "
5hslUAKq9I9CG2bAulFkHN,It's the Most Wonderful Time of the Year,92,Andy Williams,,,,adult standards|easy listening|mellow gold,0.24,0.598,7,-8.435,1,0.0369,0.766,0,0.117,0.776,201.629,151933,3,"
          
            
            [Chorus]
It's the most wonderful time of the year
With the kids jingle belling
And everyone telling you ""be of good cheer""
It's the most wonderful time of the year
[Verse 1]
It's the hap-happiest season of all
With those holiday greetings
And gay happy meetings when friends come to call
It's the hap-happiest season of all
[Pre-Chorus]
There'll be parties for hosting
Marshmallows for toasting
And caroling out in the snowThere'll be scary ghost stories
And tales of the glories
Of Christmases long, long ago
[Chorus]
It's the most wonderful time of the year
There'll be much mistletoeing
And hearts will be glowing when loved ones are near
It's the most wonderful time of the year
[Pre-Chorus]
There'll be parties for hosting
Marshmallows for toasting
And caroling out in the snow
There'll be scary ghost stories
And tales of the glories
Of Christmases long, long ago
[Chorus]
It's the most wonderful time of the year
There'll be much mistletoeing
And hearts will be glowing when loved ones are near
It's the most wonderful time
It's the most wonderful time
It's the most wonderful time
It's the most wonderful time of the year


            
          
        "
5xDrO9DEDJGUQGfyoHvgDJ,Last Christmas,81,Ariana Grande,,,,pop|post-teen pop,0.504,0.8,2,-2.763,1,0.0391,0.125,0,0.109,0.789,205.945,203653,4,"
          
            
            [Verse 1]
I hate that I remember
I wish I could forget what you did last December
You left my heart a mess
Boy, you blew it
How could you do it, do it?
Oh, yeah (It's The Rascals!)
[Chorus]Last Christmas, I gave you my heart
But the very next day you gave it away
This year to save me from tears, I'll give it to someone special
Last Christmas, I gave you my heart
But the very next day you gave it away
This year to save me from tears, I'll give it to someone special
[Verse 2]
Thought we belong together
At least that's what you said
I should have known better
You broke my heart again
Boy, you blew it
How could you do it, do it?
Oh, yeah
[Chorus]Last Christmas, I gave you my heart
But the very next day you gave it away
This year to save me from tears, I'll give it to someone special
Last Christmas, I gave you my heart
But the very next day you gave it away
This year to save me from tears, I'll give it to someone special
[Bridge]
How could you leave Christmas morning?
You broke my heart with no warning
Boy, you blew it
How could you do it, do it?
Oh, yeah
[Chorus]Last Christmas, I gave you my heart
But the very next day you gave it away
This year to save me from tears, I'll give it to someone special
Last Christmas, I gave you my heart
But the very next day you gave it away
This year to save me from tears, I'll give it to someone special
[Outro]
This is our last, last Christmas
You broke my heart
Last, last Christmas
You broke my heart
This year to save me from tears, I'll give it to someone special
I hate that I remember
I wish I could forget what you did last December
You left my heart a mess
You blew it
You do it, do it?


            
          
        "
6YJdPrH3i2POzu7hdHIRrb,Santa Baby,83,Ariana Grande,Liz Gillies,,,pop|post-teen pop,0.748,0.778,0,-5.752,1,0.137,0.0501,0,0.284,0.777,95.989,170933,4,"
          
            
            [Verse 1: Ariana Grande]
Santa baby, slip a Sable under the tree for me (mmhmm)
I've been an awful good girl
Santa baby, so hurry down the chimney tonight
[Verse 2: Liz Gillies]
Santa baby, a '54 convertible too, light blue
I'll wait up for you dear
Santa baby, and hurry down the chimney tonight
[Chorus: Ariana Grande + Liz Gillies]
Think of all the fun I've missed
Think of all the fellas that I haven't kissed *kiss*Next year I could be just as good
If you check off my Christmas list
[Verse 3: Ariana Grande + Liz Gillies]
Santa baby, I want a yacht and really that's not a lie
I've been an angel all year
Santa baby, so hurry down the chimney tonight
[Verse 4: Ariana Grande]
Santa honey, the one little thing I really need
The deed to a platinum mine
Santa honey, so hurry down the chimney tonight
[Chorus: Liz Gillies + Ariana Grande]
Come and trim my Christmas tree
With some decorations bought at Tiffany'sI really do believe in you
Let's see if you believe in me
[Bridge: Ariana Grande + Liz Gillies]
Santa baby, forgot to mention one little thing, a ring
And I don't mean on the phoneSanta baby, and hurry down the chimney tonight
So hurry down the chimney tonight
[Outro: Ariana Grande + Liz Gillies]
WaitingHurry, tonight
Hurry down the chimney tonight


            
          
        "
1ADjWm8QNhgNV8yCNNgQ1T,Santa Tell Me,2,Ariana Grande,,,,pop|post-teen pop,0.464,0.63,7,-7.337,1,0.182,0.0464,0,0.295,0.527,132.96,204093,5,"
          
            
            [Chorus]
Santa, tell me if you're really there
Don't make me fall in love again if he won't be here next year
Santa, tell me if he really cares
'Cause I can't give it all away if he won't be here next year
[Verse 1]
Feeling Christmas all around
And I'm trying to play it cool
But it's hard to focus when I see him walking 'cross the room""Let It Snow"" is blasting out
But I won't get it in the moodI'm avoiding every mistletoe until I know it's
[Pre-Chorus]
True love that he thinks of
So next Christmas I'm not all alone, boy
[Chorus]
Santa, tell me if you're really there
Don't make me fall in love again if he won't be here next year
Santa, tell me if he really cares
'Cause I can't give it all away if he won't be here next year
[Verse 2]
I've been down this road before
Fell in love on Christmas night
But on New Year's Day, I woke up and he wasn't by my side
Now I need someone to hold
Be my fire in the cold
But it's hard to tell if this is just a fling or if it's
[Pre-Chorus]
True love that he thinks of
So next Christmas I'm not all alone, boy
[Chorus]
Santa, tell me if you're really there
Don't make me fall in love again if he won't be here next year
Santa, tell me if he really cares
'Cause I can't give it all away if he won't be here next year
[Bridge]
Oh, I wanna have him beside me, like oh-woo-oh
On the 25th, by that fireplace, oh-woo-oh
But I don't want a new broken heart
This year I've got to be smart
Oh, baby
(Santa, tell me, Santa, tell me)
If he will be, if he will be here
(Santa, tell me, Santa, tell me)
Oh, woah
[Chorus]
Santa, tell me (Santa, tell me) if you're really there ('Cause I really care)
Don't make me fall in love again if he won't be here next year
Santa, tell me (Tell me) if he really cares (Tell me, boy)
'Cause I can't give it all away if he won't be here next year
[Outro]
Santa, tell me (Tell me) if you're really there (Santa, baby)
Don't make me fall in love again if he won't be here next year (If he won't be, if he won't be here)
Santa, tell me (Tell me) if he really cares (Do you care?)
'Cause I can't give it all away if he won't be here next year


            
          
        "
1QLZKzC2pjP4ySf4ALrNhm,Christmas Without You,83,Ava Max,,,,dance pop|pop,0.654,0.596,1,-4.68,1,0.0458,0.424,0,0.11,0.382,118.078,169245,4,"
          
            
            [Verse 1]
Lights on the trees under falling snow
You get a bit closer when winter's cold
Now I can't wait till you're by my side
All of the best gifts, you just can't buy
[Chorus]
Wherever you go, you light up the room
I hope that you'll make it back home soon
'Cause it won't feel like Christmas without you
[Verse 2]
I wish we were kissing under mistletoe
The stars on the sky just can't match your glow
Now I can't wait till you're by my side
We'll be warm by the fire all night, oh
[Verse 3]
I wanna hold you while the bells are all ringing
Want you to be here while the angel's singing
Days are perfect when I got you near
My only wish is you here
[Chorus]
Wherever you go, you light up the room
I hope that you'll make it back home soon
'Cause it won't feel like Christmas without you
Wherever you are, you brighten the moon
I hope that you'll make it back home soon
'Cause it won't feel like Christmas without you (Without you)
[Bridge]
We could be outside dancing under moonlight
Watching the sky roll over our heads
We could be inside trying to sing the lines right
Laughing until we fall out of bed
So when I wake up on Christmas Day
I hope the first thing I see is your face
[Chorus]
Wherever you go, you light up the room
I hope that you'll make it back home soon
'Cause it won't feel like Christmas without you
Wherever you are, you brighten the moon
I hope that you'll make it back home soon
'Cause it won't feel like Christmas without you (Without you)
[Outro]
It won't feel like Christmas without you


            
          
        "
